id,pred_residual,context_key,publication,baseline,pred_abs
IsPETaseWT_pool_1299,2.6261575,,,-1.4,1.2261575222015382
IsPETaseWT_pool_17981,2.6261575,,,-1.4,1.2261575222015382
IsPETaseWT_pool_27127,2.6261575,,,-1.4,1.2261575222015382
IsPETaseWT_pool_16602,2.624272,,,-1.4,1.224272108078003
IsPETaseWT_pool_18612,2.622928,,,-1.4,1.2229279041290284
IsPETaseWT_pool_20850,2.622928,,,-1.4,1.2229279041290284
IsPETaseWT_pool_19768,2.6212013,,,-1.4,1.221201276779175
IsPETaseWT_pool_15434,2.6204553,,,-1.4,1.220455265045166
IsPETaseWT_pool_18228,2.6198292,,,-1.4,1.2198291778564454
IsPETaseWT_pool_24987,2.6198292,,,-1.4,1.2198291778564454
IsPETaseWT_pool_19487,2.6193175,,,-1.4,1.2193175315856934
IsPETaseWT_pool_19554,2.617812,,,-1.4,1.217811918258667
IsPETaseWT_pool_13460,2.6176586,,,-1.4,1.2176586151123048
IsPETaseWT_pool_6136,2.6176586,,,-1.4,1.2176586151123048
IsPETaseWT_pool_8878,2.6176586,,,-1.4,1.2176586151123048
IsPETaseWT_pool_1973,2.6171074,,,-1.4,1.217107391357422
IsPETaseWT_pool_26174,2.6171074,,,-1.4,1.217107391357422
IsPETaseWT_pool_24870,2.6167247,,,-1.4,1.216724729537964
IsPETaseWT_pool_1020,2.6161928,,,-1.4,1.2161928176879884
IsPETaseWT_pool_21896,2.6144514,,,-1.4,1.2144514083862306
IsPETaseWT_pool_6292,2.6143868,,,-1.4,1.214386796951294
IsPETaseWT_pool_21684,2.614245,,,-1.4,1.2142449378967286
IsPETaseWT_pool_5460,2.6118858,,,-1.4,1.2118857860565186
IsPETaseWT_pool_16483,2.6107883,,,-1.4,1.2107883453369142
IsPETaseWT_pool_17141,2.6106472,,,-1.4,1.210647201538086
IsPETaseWT_pool_9912,2.6106472,,,-1.4,1.210647201538086
IsPETaseWT_pool_1034,2.6106472,,,-1.4,1.210647201538086
IsPETaseWT_pool_14328,2.6106472,,,-1.4,1.210647201538086
IsPETaseWT_pool_9604,2.6088316,,,-1.4,1.2088316440582276
IsPETaseWT_pool_23790,2.6088316,,,-1.4,1.2088316440582276
IsPETaseWT_pool_18034,2.6076834,,,-1.4,1.2076834201812745
IsPETaseWT_pool_26453,2.6076834,,,-1.4,1.2076834201812745
IsPETaseWT_pool_10257,2.6076834,,,-1.4,1.2076834201812745
IsPETaseWT_pool_12162,2.6076834,,,-1.4,1.2076834201812745
IsPETaseWT_pool_10544,2.6076834,,,-1.4,1.2076834201812745
IsPETaseWT_pool_1229,2.6075315,,,-1.4,1.2075315475463868
IsPETaseWT_pool_19345,2.6074333,,,-1.4,1.207433319091797
IsPETaseWT_pool_15026,2.6074333,,,-1.4,1.207433319091797
IsPETaseWT_pool_15517,2.60732,,,-1.4,1.2073200702667235
IsPETaseWT_pool_20130,2.6021676,,,-1.4,1.20216760635376
IsPETaseWT_pool_4584,2.6020904,,,-1.4,1.202090358734131
IsPETaseWT_pool_13188,2.6009912,,,-1.4,1.2009912490844727
IsPETaseWT_pool_16099,2.599156,,,-1.4,1.199155902862549
IsPETaseWT_pool_11563,2.599156,,,-1.4,1.199155902862549
IsPETaseWT_pool_20155,2.5986333,,,-1.4,1.1986332893371583
IsPETaseWT_pool_13262,2.5986333,,,-1.4,1.1986332893371583
IsPETaseWT_pool_12530,2.5986333,,,-1.4,1.1986332893371583
IsPETaseWT_pool_27524,2.59827,,,-1.4,1.1982699394226075
IsPETaseWT_pool_12347,2.5980296,,,-1.4,1.1980296134948731
IsPETaseWT_pool_20579,2.5966947,,,-1.4,1.1966947078704837
IsPETaseWT_pool_20335,2.5963655,,,-1.4,1.1963654518127442
IsPETaseWT_pool_13607,2.59585,,,-1.4,1.1958499908447269
IsPETaseWT_pool_23958,2.5952482,,,-1.4,1.1952482223510743
IsPETaseWT_pool_24681,2.595195,,,-1.4,1.1951950550079349
IsPETaseWT_pool_27376,2.595195,,,-1.4,1.1951950550079349
IsPETaseWT_pool_13326,2.5949745,,,-1.4,1.1949745178222655
IsPETaseWT_pool_6876,2.5949316,,,-1.4,1.1949316024780274
IsPETaseWT_pool_14621,2.5946012,,,-1.4,1.194601154327393
IsPETaseWT_pool_463,2.593884,,,-1.4,1.1938839912414552
IsPETaseWT_pool_16722,2.5933392,,,-1.4,1.193339204788208
IsPETaseWT_pool_12219,2.5928168,,,-1.4,1.1928168296813966
IsPETaseWT_pool_11246,2.5928168,,,-1.4,1.1928168296813966
IsPETaseWT_pool_17300,2.5928168,,,-1.4,1.1928168296813966
IsPETaseWT_pool_697,2.592581,,,-1.4,1.1925810337066651
IsPETaseWT_pool_8094,2.5917678,,,-1.4,1.1917677879333497
IsPETaseWT_pool_13807,2.5912507,,,-1.4,1.1912506580352784
IsPETaseWT_pool_13455,2.5893686,,,-1.4,1.189368581771851
IsPETaseWT_pool_8376,2.5885515,,,-1.4,1.1885515213012696
IsPETaseWT_pool_7719,2.5883832,,,-1.4,1.188383197784424
IsPETaseWT_pool_19890,2.588196,,,-1.4,1.1881960391998292
IsPETaseWT_pool_1891,2.5875654,,,-1.4,1.1875654220581056
IsPETaseWT_pool_22720,2.5865967,,,-1.4,1.186596727371216
IsPETaseWT_pool_24952,2.584289,,,-1.4,1.184289073944092
IsPETaseWT_pool_10305,2.584289,,,-1.4,1.184289073944092
IsPETaseWT_pool_15124,2.584289,,,-1.4,1.184289073944092
IsPETaseWT_pool_13531,2.584289,,,-1.4,1.184289073944092
IsPETaseWT_pool_25974,2.583531,,,-1.4,1.183530902862549
IsPETaseWT_pool_22067,2.5834985,,,-1.4,1.183498477935791
IsPETaseWT_pool_25575,2.5815213,,,-1.4,1.1815212726593018
IsPETaseWT_pool_5994,2.5803185,,,-1.4,1.1803184509277345
IsPETaseWT_pool_22874,2.5803185,,,-1.4,1.1803184509277345
IsPETaseWT_pool_10128,2.5802746,,,-1.4,1.1802745819091798
IsPETaseWT_pool_12654,2.5801728,,,-1.4,1.1801727771759034
IsPETaseWT_pool_12678,2.5780032,,,-1.4,1.1780031681060792
IsPETaseWT_pool_14765,2.5773764,,,-1.4,1.1773763656616212
IsPETaseWT_pool_11293,2.5773764,,,-1.4,1.1773763656616212
IsPETaseWT_pool_12039,2.5773764,,,-1.4,1.1773763656616212
IsPETaseWT_pool_2178,2.5773764,,,-1.4,1.1773763656616212
IsPETaseWT_pool_23155,2.5773764,,,-1.4,1.1773763656616212
IsPETaseWT_pool_27336,2.5754104,,,-1.4,1.1754103660583497
IsPETaseWT_pool_4662,2.5752149,,,-1.4,1.1752148628234864
IsPETaseWT_pool_10050,2.5752149,,,-1.4,1.1752148628234864
IsPETaseWT_pool_19219,2.5748858,,,-1.4,1.1748858451843265
IsPETaseWT_pool_15146,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_589,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_10111,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_13800,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_9482,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_3015,2.5748653,,,-1.4,1.1748653411865235
IsPETaseWT_pool_1904,2.573766,,,-1.4,1.1737659931182862
IsPETaseWT_pool_6360,2.5725374,,,-1.4,1.172537422180176
IsPETaseWT_pool_5551,2.5725374,,,-1.4,1.172537422180176
IsPETaseWT_pool_18945,2.5725374,,,-1.4,1.172537422180176
IsPETaseWT_pool_27835,2.5695126,,,-1.4,1.1695126056671143
IsPETaseWT_pool_25426,2.5695126,,,-1.4,1.1695126056671143
IsPETaseWT_pool_3480,2.5695126,,,-1.4,1.1695126056671143
IsPETaseWT_pool_11162,2.5695016,,,-1.4,1.1695016384124757
IsPETaseWT_pool_2378,2.5686457,,,-1.4,1.168645715713501
IsPETaseWT_pool_10353,2.5686457,,,-1.4,1.168645715713501
IsPETaseWT_pool_15397,2.5686457,,,-1.4,1.168645715713501
IsPETaseWT_pool_16151,2.5680919,,,-1.4,1.168091869354248
IsPETaseWT_pool_15299,2.5675688,,,-1.4,1.1675687789916993
IsPETaseWT_pool_20819,2.5673015,,,-1.4,1.1673015117645265
IsPETaseWT_pool_23867,2.5672145,,,-1.4,1.1672144889831544
IsPETaseWT_pool_26965,2.5668764,,,-1.4,1.1668764114379884
IsPETaseWT_pool_10595,2.5658312,,,-1.4,1.1658311843872071
IsPETaseWT_pool_22378,2.5658312,,,-1.4,1.1658311843872071
IsPETaseWT_pool_21267,2.5654516,,,-1.4,1.1654516220092774
