id,prediction,length,mut_count,protected_mutations,disulfide_seq_ok,glyco_motif_new,duplicate_sequence,in_training_seq,plddt_mean,plddt_min,plddt_key_mean,plddt_key_min,triad_ser160_his237,triad_asp206_his237,triad_ser160_asp206,triad_struct_ok,disulfide_203_239_dist,disulfide_273_289_dist,disulfide_struct_ok,rmsd_ca,rmsd_key_ca,flags
IsPETaseWT_pool_18612,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18748,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18771,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18806,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18833,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18945,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_18964,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19109,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19190,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19194,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19219,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19226,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19251,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19255,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19299,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19345,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19365,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19389,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19487,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19519,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19554,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19587,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19613,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19724,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19746,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19760,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19765,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19768,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_19890,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20044,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20130,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20155,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20335,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20342,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20402,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20440,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20443,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20470,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20475,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20579,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20593,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20612,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20712,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20757,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20791,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20798,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20819,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20831,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20850,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20860,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20882,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_20960,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21060,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21088,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21107,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21122,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21193,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21225,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21267,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21269,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21298,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21403,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21684,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21702,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21809,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21821,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21849,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21896,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21900,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21907,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21933,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21956,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_21972,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22067,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22125,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22174,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22191,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22227,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22244,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22322,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22326,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22378,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22598,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22720,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22779,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22839,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22874,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_22935,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23013,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23155,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23253,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23308,,290,4,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23423,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23432,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23542,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23576,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23627,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23721,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23754,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23790,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23824,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23867,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_23958,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24170,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24282,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24287,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24370,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24415,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24469,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24490,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24546,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24628,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24647,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24671,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24681,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24713,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24720,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24752,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24870,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24888,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24902,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24952,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24970,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24979,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_24987,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25120,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25121,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25195,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25197,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25238,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25239,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25260,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25302,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25404,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25426,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25552,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25575,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25619,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25685,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25818,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25936,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25949,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_25974,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26042,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26112,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26127,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26174,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26191,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26210,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26318,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26355,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26453,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26522,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26623,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26745,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26749,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26843,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26847,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26942,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26965,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_26998,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27048,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27127,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27144,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27261,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27294,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27308,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27336,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27376,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27399,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27416,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27439,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27485,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27488,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27524,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27525,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27574,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27688,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27701,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27772,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27796,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27835,,290,5,,True,False,False,False,,,,,,,,,,,,,,
IsPETaseWT_pool_27844,,290,5,,True,False,False,False,,,,,,,,,,,,,,
